Movie Name,Year of Release,Duration,Genre,Certificate,Movie Rating,Description,Director,Stars,Votes,Gross,processed_description,description_sentiment
Nightmare Elm Street,1984,91.0,Horror            ,R,7.4,"Teenager Nancy Thompson must uncover dark truth concealed parent friend become target spirit serial killer bladed glove dream , die , kill real life .",Wes Craven,Heather Langenkamp,258578,25.5,teenager nancy thompson must uncover the dark truth concealed by her parents after she and her friends become targets of the spirit of a serial killer with a bladed glove in their dreams in which if they die it kills them in real life,low positive
Halloween,1978,91.0,Horror Thriller            ,R,7.7,"Fifteen year murdering sister Halloween night 1963 , Michael Myers escape mental hospital return small town Haddonfield , Illinois kill .",John Carpenter,Donald Pleasence,302637,47.0,fifteen years after murdering his sister on halloween night 1963 michael myers escapes from a mental hospital and returns to the small town of haddonfield illinois to kill again,low negative
Scream,1996,111.0,Horror Mystery            ,R,7.4,"year murder mother , teenage girl terrorized masked killer target friend using scary movie part deadly game .",Wes Craven,Neve Campbell,381980,103.05,a year after the murder of her mother a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game,low negative
Texas Chain Saw Massacre,1974,83.0,Horror            ,R,7.4,"Five friend head rural Texas visit grave grandfather . way stumble across appears deserted house , discover something sinister within . Something armed chainsaw .",Tobe Hooper,Marilyn Burns,180038,30.86,five friends head out to rural texas to visit the grave of a grandfather on the way they stumble across what appears to be a deserted house only to discover something sinister within something armed with a chainsaw,low negative
Arizona Dream,1993,142.0,Comedy Drama Fantasy            ,R,7.2,young New Yorker go Arizona find freedom love dream .,Emir Kusturica,Johnny Depp,45245,0.11,a young new yorker goes to arizona where he finds freedom to both love and dream,low positive
Chocolat,2000,121.0,Drama Romance            ,PG-13,7.3,French woman young daughter open chocolate shop small remote village shake rigid morality community .,Lasse Hallström,Juliette Binoche,199521,71.51,a french woman and her young daughter open up a chocolate shop in a small remote village that shakes up the rigid morality of the community,low negative
Run Lola Run,1998,80.0,Action Crime Thriller            ,R,7.7,"botched money delivery , Lola 20 minute come 100,000 Deutschmarks .",Tom Tykwer,Franka Potente,204921,7.27,after a botched money delivery lola has 20 minutes to come up with 100000 deutschmarks,neutral
Princess Warrior,2000,135.0,Drama Mystery Romance            ,R,7.4,Two enamoured stranger look warm place cold world .,Tom Tykwer,Franka Potente,14896,0.87,two enamoured strangers look for a warm place in a cold world,neutral
Casino Royale,2006,144.0,Action Adventure Thriller            ,PG-13,8.0,"earning 00 status licence kill , secret agent James Bond set first mission 007 . Bond must defeat private banker funding terrorist high-stakes game poker Casino Royale , Montenegro .",Martin Campbell,Daniel Craig,685357,167.45,after earning 00 status and a licence to kill secret agent james bond sets out on his first mission as 007 bond must defeat a private banker funding terrorists in a highstakes game of poker at casino royale montenegro,low negative
Dreamers,2003,115.0,Drama Romance            ,NC-17,7.1,young American studying Paris 1968 strike friendship French brother sister . Set background '68 Paris student riot .,Bernardo Bertolucci,Michael Pitt,129141,2.53,a young american studying in paris in 1968 strikes up a friendship with a french brother and sister set against the background of the 68 paris student riots,low positive
Spotlight,2015,129.0,Biography Crime Drama            ,R,8.1,"true story Boston Globe uncovered massive scandal child molestation cover-up within local Catholic Archdiocese , shaking entire Catholic Church core .",Tom McCarthy,Mark Ruffalo,494700,45.06,the true story of how the boston globe uncovered the massive scandal of child molestation and coverup within the local catholic archdiocese shaking the entire catholic church to its core,low positive
Porco Rosso,1992,94.0,Animation Adventure Comedy            ,PG,7.7,"1930s Italy , veteran World War pilot cursed look like anthropomorphic pig .",Hayao Miyazaki,Shichir Moriyama,98830,0.0,in 1930s italy a veteran world war i pilot is cursed to look like an anthropomorphic pig,neutral
Clean Sober,1988,124.0,Drama            ,R,6.7,hustling drug addict check rehabilitation escape trouble law realizes 's exactly need .,Glenn Gordon Caron,Michael Keaton,7089,8.67,a hustling drug addict checks himself into rehabilitation to escape trouble with the law and realizes that its exactly what he needs,low positive
Dante 's Inferno,1911,71.0,Adventure Drama Fantasy            ,R,7.0,Loosely adapted Dante 's Divine Comedy inspired illustration Gustav Doré original silent film restored new score Tangerine Dream .,"Francesco Bertolini, Adolfo Padovan, Giuseppe de Liguoro",Salvatore Papa,3322,0.0,loosely adapted from dantes divine comedy and inspired by the illustrations of gustav doré the original silent film has been restored and has a new score by tangerine dream,low positive
L'enfant de Paris,1913,124.0,Crime Drama            ,Not Rated,7.2,"young daughter army captain missing action run away school kidnapped Parisian lowlife . kidnapper flees Nice child , kind-hearted employee one accomplice set pursuit .",Léonce Perret,Lonce Perret,433,0.0,the young daughter of an army captain missing in action runs away from school and is kidnapped by parisian lowlifes when the kidnapper flees to nice with the child the kindhearted employee of one of his accomplices sets off in pursuit,low positive
Cabiria,1914,148.0,Adventure Drama History            ,Not Rated,7.1,"Cabiria Roman child home destroyed volcano . Sold Carthage sacrificed temple , saved Fulvio , Roman spy . danger lurks , hatred Rome Carthage lead war .",Giovanni Pastrone,Italia AlmiranteManzini,3864,0.0,cabiria is a roman child when her home is destroyed by a volcano sold in carthage to be sacrificed in a temple she is saved by fulvio a roman spy but danger lurks and hatred between rome and carthage can only lead to war,neutral
Rocky,1976,120.0,Drama Sport            ,PG,8.1,small-time Philadelphia boxer get supremely rare chance fight world heavyweight champion bout strives go distance self-respect .,John G. Avildsen,Sylvester Stallone,617612,117.24,a smalltime philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his selfrespect,low positive
Creed,2015,133.0,Action Drama Sport            ,PG-13,7.6,"former World Heavyweight Champion Rocky Balboa serf trainer mentor Adonis Johnson , son late friend former rival Apollo Creed .",Ryan Coogler,Michael B. Jordan,306012,109.77,the former world heavyweight champion rocky balboa serves as a trainer and mentor to adonis johnson the son of his late friend and former rival apollo creed,low negative
Rocky II,1979,119.0,Drama Sport            ,PG,7.3,"Rocky struggle family life bout Apollo Creed , embarrassed champ insistently goad accept challenge rematch .",Sylvester Stallone,Sylvester Stallone,227675,0.0,rocky struggles in family life after his bout with apollo creed while the embarrassed champ insistently goads him to accept a challenge for a rematch,neutral
Rocky Balboa,2006,102.0,Action Drama Sport            ,PG,7.1,"Thirty year ring first bell , Rocky Balboa come retirement don glove final fight reigning heavyweight champ Mason 'The Line ' Dixon .",Sylvester Stallone,Sylvester Stallone,229151,70.27,thirty years after the ring of the first bell rocky balboa comes out of retirement and dons his gloves for his final fight against the reigning heavyweight champ mason the line dixon,low positive
"Farewell , Lovely",1975,95.0,Crime Mystery Thriller            ,R,7.0,"Los Angeles private eye Philip Marlowe hired paroled convict Moose Malloy find girlfriend Velma , former seedy nightclub dancer .",Dick Richards,Robert Mitchum,9296,4.36,los angeles private eye philip marlowe is hired by paroled convict moose malloy to find his girlfriend velma former seedy nightclub dancer,neutral
Cop Land,1997,105.0,Crime Drama Thriller            ,R,7.0,"Sheriff suburban New Jersey community , populated New York City police officer , slowly discovers town front mob connection corruption .",James Mangold,Sylvester Stallone,104416,44.89,the sheriff of a suburban new jersey community populated by new york city police officers slowly discovers the town is a front for mob connections and corruption,low negative
Piano,1993,121.0,Drama Music Romance            ,R,7.5,"mid-19th century mute woman sent New Zealand along young daughter prized piano arranged marriage farmer , soon lusted farm worker .",Jane Campion,Holly Hunter,93814,40.16,in the mid19th century a mute woman is sent to new zealand along with her young daughter and prized piano for an arranged marriage to a farmer but is soon lusted after by a farm worker,low positive
Ulysses ' Gaze,1995,176.0,Drama War            ,Unrated,7.6,exiled filmmaker finally return home country former mystery affliction early life come back haunt .,Theodoros Angelopoulos,Harvey Keitel,7341,0.04,an exiled filmmaker finally returns to his home country where former mysteries and afflictions of his early life come back to haunt him once more,low positive
